"item","fragment","logNaO","logMgO","logAlO","logSiO","logKO","logCaO","logFeO"
"s145","f1",-0.6757,-1.6529,-1.4997,-0.1092,-1.5981,-1.2197,-2.0902
"s145","f1",-0.6766,-1.6727,-1.5423,-0.1141,-1.6392,-1.2148,-2.0706
"s145","f2",-0.6775,-1.7151,-1.5789,-0.1583,-1.7106,-1.2932,-2.1743
"s145","f2",-0.6733,-1.6924,-1.5718,-0.1584,-1.7239,-1.305,-2.1609
"s145","f2",-0.6757,-1.685,-1.5763,-0.1605,-1.7393,-1.3044,-2.2622
"s145","f3",-0.6757,-1.685,-1.5763,-0.1605,-1.7393,-1.3044,-2.2622
"s145","f3",-0.6764,-1.6734,-1.5378,-0.1227,-1.6691,-1.2368,-2.316
"s145","f3",-0.6734,-1.6888,-1.555,-0.1206,-1.6544,-1.2316,-2.1315
"s145","f4",-0.6779,-1.6927,-1.5401,-0.1071,-1.641,-1.2006,-2.1141
"s145","f4",-0.669,-1.6895,-1.5305,-0.1019,-1.6461,-1.2079,-2.044
"s145","f4",-0.6699,-1.6788,-1.5195,-0.0975,-1.6403,-1.2047,-2.0528
"s146","f1",-0.6724,-1.2251,-2.1683,-0.1237,-2.6596,-0.8303,-2.2447
"s146","f1",-0.6698,-1.2225,-2.1625,-0.1113,-2.7508,-0.8119,-2.3529
"s146","f1",-0.6733,-1.2267,-2.1894,-0.0781,-5.6366,-0.7368,-2.2564
"s146","f2",-0.6646,-1.2253,-2.1385,-0.0911,-2.7406,-0.7791,-2.2287
"s146","f2",-0.6643,-1.2104,-2.1423,-0.0736,-5.6337,-0.7399,-2.1152
"s146","f2",-0.6728,-1.2338,-2.2475,-0.093,-5.6454,-0.7692,-2.3444
"s146","f3",-0.6722,-1.2228,-2.2259,-0.1531,-5.673,-0.8737,-2.3943
"s146","f3",-0.6799,-1.2412,-2.2592,-0.1541,-5.3732,-0.8687,-2.294
"s146","f3",-0.6719,-1.2412,-2.2181,-0.171,-5.6805,-0.9024,-2.4018
"s146","f4",-0.6674,-1.2172,-2.232,-0.099,-2.533,-0.7843,-2.2853
"s146","f4",-0.6674,-1.2076,-2.2187,-0.1052,-2.805,-0.7934,-2.2522
"s146","f4",-0.6691,-1.2257,-2.2209,-0.1071,-2.7492,-0.8041,-2.3098
"s147","f1",-0.7028,-1.4989,-2.0053,-0.0792,-2.0367,-0.6778,-5.6388
"s147","f1",-0.7094,-1.5203,-1.9974,-0.0815,-2.0074,-0.6838,-5.3398
"s147","f1",-0.7108,-1.5357,-2.0231,-0.0925,-2.0335,-0.694,-5.6463
"s147","f2",-0.6989,-1.532,-2.0508,-0.1727,-2.1929,-0.8337,-5.6843
"s147","f2",-0.7119,-1.5389,-2.0516,-0.1718,-2.1799,-0.8217,-5.384
"s147","f2",-0.7057,-1.5229,-2.0311,-0.1722,-2.1792,-0.8312,-5.6843
"s147","f3",-0.7117,-1.5221,-2.0582,-0.0979,-2.081,-0.6994,-5.6492
"s147","f3",-0.6997,-1.5041,-2.045,-0.0956,-2.0789,-0.7561,-5.3461
"s147","f3",-0.703,-1.5108,-2.0677,-0.0962,-2.0347,-0.704,-5.6475
"s147","f4",-0.7166,-1.5245,-2.0505,-0.1479,-2.094,-0.7839,-5.6738
"s147","f4",-0.7186,-1.5466,-2.0077,-0.1415,-2.1653,-0.7614,-5.3694
"s147","f4",-0.7071,-1.5152,-2.055,-0.1821,-2.226,-0.8372,-5.6884
"s148","f1",-0.6884,-1.5235,-2.0007,-0.1296,-2.1071,-0.7658,-5.6634
"s148","f1",-0.6932,-1.515,-2.0045,-0.1372,-2.2201,-0.7691,-5.3662
"s148","f1",-0.6907,-1.533,-2.0497,-0.151,-2.1414,-0.7881,-5.6729
"s148","f2",-0.6915,-1.5251,-2.0283,-0.1258,-2.1847,-0.7517,-5.6618
"s148","f2",-0.694,-1.5232,-2.0752,-0.1348,-2.1611,-0.761,-5.3652
"s148","f2",-0.6889,-1.5255,-2.0664,-0.1401,-2.1244,-0.7775,-5.6685
"s148","f3",-0.6988,-1.5227,-2.0196,-0.1091,-2.0967,-0.7165,-5.653
"s148","f3",-0.6903,-1.5222,-2.0261,-0.1035,-2.1053,-0.7029,-5.3483
"s148","f3",-0.6971,-1.5648,-2.075,-0.1117,-2.1233,-0.7172,-5.6548
"s148","f4",-0.697,-1.5026,-2.0532,-0.0717,-2.0097,-0.648,-5.633
"s148","f4",-0.7032,-1.5261,-2.0569,-0.0798,-2.0346,-0.6481,-5.3357
"s148","f4",-0.6981,-1.5019,-2.0492,-0.0658,-1.9758,-0.6316,-5.629
"s149","f1",-0.6653,-2.5444,-2.4542,-0.1039,-5.3573,-0.7424,-5.6583
"s149","f1",-0.6756,-2.7565,-2.4835,-0.106,-5.6596,-0.7416,-5.3586
"s149","f1",-0.6639,-2.6582,-2.4821,-0.1053,-5.6582,-0.735,-5.6582
"s149","f2",-0.6738,-2.7759,-2.4749,-0.1455,-5.3779,-0.8092,-5.679
"s149","f2",-0.6713,-2.641,-2.452,-0.1534,-5.6824,-0.8203,-5.3814
"s149","f2",-0.689,-2.689,-2.3879,-0.1484,-5.689,-0.7963,-5.689
"s149","f3",-0.6661,-2.6434,-2.4972,-0.0748,-5.3423,-0.6935,-5.6434
"s149","f3",-0.6713,-2.5989,-2.4098,-0.0672,-5.6403,-0.677,-5.3393
"s149","f3",-0.6668,-2.4495,-2.4775,-0.0936,-5.6536,-0.7293,-5.6536
"s149","f4",-0.676,-2.6346,-2.562,-0.14,-5.3749,-0.79,-5.676
"s149","f4",-0.6674,-2.4308,-2.5821,-0.1114,-5.6612,-0.7474,-5.3602
"s149","f4",-0.6665,-2.5839,-2.4869,-0.1131,-5.663,-0.7546,-5.663
"s150","f1",-0.7212,-1.5067,-2.0214,-0.209,-2.0898,-0.9245,-2.4722
"s150","f1",-0.7253,-1.4806,-2.0017,-0.2036,-2.0986,-0.9154,-2.5246
"s150","f1",-0.7247,-1.4895,-1.9746,-0.22,-2.1507,-0.9369,-2.4517
"s150","f2",-0.7207,-1.4701,-1.9737,-0.2008,-2.1182,-0.9021,-2.3363
"s150","f2",-0.728,-1.4754,-2.0286,-0.2042,-2.1209,-0.9055,-2.5246
"s150","f2",-0.7331,-1.4998,-2.0049,-0.2106,-2.1018,-0.915,-2.3817
"s150","f3",-0.7056,-1.4533,-1.9113,-0.0881,-1.9535,-0.7189,-2.2457
"s150","f3",-0.7057,-1.4331,-1.984,-0.0764,-1.9296,-0.6917,-2.315
"s150","f3",-0.7057,-1.4331,-1.984,-0.0764,-1.9296,-0.6917,-2.315
"s150","f4",-0.7123,-1.4914,-1.9658,-0.2031,-2.0961,-0.8995,-2.4429
"s150","f4",-0.7105,-1.48,-2.0384,-0.231,-2.1423,-0.9561,-2.5965
"s150","f4",-0.7174,-1.4692,-2.0158,-0.2424,-2.1465,-0.9627,-2.5106
"s151","f1",-0.7195,-1.3479,-2.2132,-0.1711,-2.5142,-0.9158,-5.6903
"s151","f1",-0.7281,-1.347,-2.16,-0.1724,-2.4873,-0.9198,-5.3904
"s151","f1",-0.7237,-1.3604,-2.1843,-0.1988,-2.4987,-0.968,-5.7028
"s151","f2",-0.7242,-1.3423,-2.1382,-0.1805,-2.4904,-0.9341,-5.6945
"s151","f2",-0.7257,-1.3495,-2.1356,-0.1739,-2.4878,-0.9225,-5.3908
"s151","f2",-0.7248,-1.353,-2.1843,-0.1674,-2.4342,-0.9164,-5.6895
"s151","f3",-0.7276,-1.3553,-2.1219,-0.1968,-2.5877,-0.9566,-5.7017
"s151","f3",-0.7266,-1.3523,-2.0724,-0.1365,-2.4704,-0.8478,-5.3735
"s151","f3",-0.7335,-1.3552,-2.1353,-0.1736,-2.3906,-0.9084,-5.6916
"s151","f4",-0.7243,-1.3507,-2.1557,-0.163,-2.4831,-0.9033,-5.6872
"s151","f4",-0.7188,-1.3425,-2.1479,-0.2028,-2.5581,-0.9882,-5.4032
"s151","f4",-0.7224,-1.354,-2.1537,-0.2173,-2.5339,-1.0016,-5.71
"s152","f1",-0.7037,-1.3546,-2.0204,-0.2276,-2.4554,-1.0014,-5.7106
"s152","f1",-0.7043,-1.3524,-1.995,-0.2073,-2.4985,-0.9678,-5.4016
"s152","f1",-0.7035,-1.3515,-2.0171,-0.1561,-2.2997,-0.8703,-5.6799
"s152","f2",-0.7016,-1.357,-2.0044,-0.2082,-2.4993,-0.9791,-5.7034
"s152","f2",-0.7003,-1.3628,-2.08,-0.2086,-2.6619,-0.9645,-5.4023
"s152","f2",-0.7028,-1.3665,-1.9974,-0.2127,-2.5008,-0.9774,-5.7049
"s152","f3",-0.7002,-1.3486,-2.0272,-0.2224,-2.5323,-0.9949,-5.7084
"s152","f3",-0.7049,-1.3508,-2.096,-0.2219,-2.5327,-0.9894,-5.4077
"s152","f3",-0.6966,-1.3564,-2.0592,-0.2322,-2.4819,-1.016,-5.7124
"s152","f4",-0.7007,-1.372,-2.0212,-0.2063,-2.4237,-0.9692,-5.7024
"s152","f4",-0.7093,-1.3592,-2.0134,-0.2088,-2.3814,-0.9696,-5.4026
"s152","f4",-0.6981,-1.3492,-2.0698,-0.2093,-2.4728,-0.9758,-5.7033
"s153","f1",-0.7218,-1.3457,-2.2316,-0.1781,-2.4152,-0.9389,-5.694
"s153","f1",-0.7184,-1.3417,-2.1605,-0.174,-2.6506,-0.9331,-5.3909
"s153","f1",-0.7145,-1.3396,-2.2147,-0.1738,-2.4365,-0.9405,-5.6918
"s153","f2",-0.7184,-1.3468,-2.1733,-0.2042,-2.5908,-0.9854,-5.7048
"s153","f2",-0.7184,-1.3486,-2.2209,-0.2228,-2.5081,-1.0176,-5.4112
"s153","f2",-0.7198,-1.348,-2.3041,-0.1975,-2.4716,-0.9689,-5.7021
"s153","f3",-0.7317,-1.3529,-2.1433,-0.161,-2.5412,-0.9063,-5.6874
"s153","f3",-0.7205,-1.3464,-2.2534,-0.1933,-2.4701,-0.9665,-5.3995
"s153","f3",-0.7167,-1.3465,-2.2053,-0.1859,-2.4926,-0.9493,-5.6967
"s153","f4",-0.7189,-1.3594,-2.2849,-0.1902,-2.4694,-0.9674,-5.6998
"s153","f4",-0.7172,-1.3436,-2.2487,-0.1825,-2.7416,-0.9469,-5.3948
"s153","f4",-0.7195,-1.3527,-2.216,-0.177,-2.3921,-0.9334,-5.6931
"s154","f1",-0.7225,-1.362,-1.9848,-0.1746,-5.3914,-0.9282,-5.6924
"s154","f1",-0.7294,-1.3896,-1.9852,-0.1723,-5.6928,-0.9271,-5.3917
"s154","f1",-0.7191,-1.3552,-2.0215,-0.1782,-5.6936,-0.9332,-5.6936
"s154","f2",-0.7076,-1.3406,-2.0281,-0.1807,-2.3686,-0.9105,-5.6908
"s154","f2",-0.7074,-1.3644,-2.0381,-0.202,-2.4704,-0.9527,-5.3998
"s154","f2",-0.7061,-1.3195,-2.0147,-0.1519,-2.2972,-0.8618,-5.6774
"s154","f3",-0.7065,-1.349,-2.0348,-0.2166,-2.3645,-0.9926,-5.7069
"s154","f3",-0.7072,-1.3623,-2.044,-0.2155,-2.4057,-0.9866,-5.4057
"s154","f3",-0.7034,-1.3584,-1.9805,-0.213,-2.5006,-0.9756,-5.7048
"s154","f4",-0.7035,-1.334,-2.0217,-0.1879,-2.3321,-0.9334,-5.6938
"s154","f4",-0.7037,-1.3516,-2.0408,-0.1875,-2.4152,-0.9276,-5.393
"s154","f4",-0.7002,-1.3512,-2.0309,-0.1606,-2.4895,-0.9295,-5.6936
"s155","f1",-0.7103,-1.3396,-2.1253,-0.2076,-2.6259,-0.9933,-5.7051
"s155","f1",-0.7204,-1.347,-2.1331,-0.1683,-2.5755,-0.9193,-5.3884
"s155","f1",-0.7039,-1.3353,-2.1312,-0.1682,-2.3451,-0.9249,-5.6875
"s155","f2",-0.7191,-1.3472,-2.1903,-0.1815,-2.5494,-0.9481,-5.6955
"s155","f2",-0.7123,-1.3535,-2.1774,-0.1847,-2.4172,-0.9516,-5.3949
"s155","f2",-0.7177,-1.3407,-2.1671,-0.1906,-2.5225,-0.9591,-5.6986
"s155","f3",-0.7207,-1.3687,-2.0889,-0.2752,-2.7781,-1.1049,-5.7323
"s155","f3",-0.7177,-1.3651,-2.0584,-0.2724,-2.7763,-1.0921,-5.4295
"s155","f3",-0.7244,-1.3644,-1.9994,-0.2757,-2.6526,-1.0933,-5.7317
"s155","f4",-0.714,-1.3485,-2.1975,-0.1996,-2.5265,-0.9808,-5.7026
"s155","f4",-0.717,-1.3576,-2.2165,-0.2117,-2.6664,-0.9935,-5.4068
"s155","f4",-0.7142,-1.349,-2.1252,-0.207,-2.5009,-0.9882,-5.705
"s156","f1",-0.7012,-1.3495,-2.0599,-0.2333,-2.4344,-1.0212,-5.7132
"s156","f1",-0.6962,-1.3524,-1.9981,-0.2387,-2.413,-1.023,-5.413
"s156","f1",-0.6987,-1.3491,-2.0639,-0.1935,-2.4187,-0.961,-5.6974
"s156","f2",-0.699,-1.3418,-2.0141,-0.1699,-2.364,-0.908,-5.6862
"s156","f2",-0.6993,-1.3566,-2.0742,-0.1697,-2.386,-0.9096,-5.386
"s156","f2",-0.7003,-1.3311,-2.0339,-0.1699,-2.4083,-0.9199,-5.6871
"s156","f3",-0.699,-1.352,-2.0112,-0.1832,-2.3307,-0.9358,-5.6924
"s156","f3",-0.6929,-1.3356,-1.9859,-0.1484,-2.3143,-0.8726,-5.375
"s156","f3",-0.6988,-1.3486,-2.0495,-0.2065,-2.5266,-0.9801,-5.7027
"s156","f4",-0.6958,-1.3459,-2.0449,-0.1739,-2.5422,-0.9167,-5.6883
"s156","f4",-0.7008,-1.3365,-2.0023,-0.1833,-2.4372,-0.9374,-5.3915
"s156","f4",-0.6978,-1.3594,-2.091,-0.2103,-2.4734,-0.9755,-5.7038
"s157","f1",-0.723,-1.3539,-2.1739,-0.1734,-2.6132,-0.9312,-5.6924
"s157","f1",-0.7191,-1.3513,-2.2225,-0.1919,-2.7453,-0.9545,-5.3985
"s157","f1",-0.7159,-1.357,-2.2582,-0.205,-2.8603,-0.9835,-5.7054
"s157","f2",-0.7343,-1.3665,-2.2215,-0.2154,-5.4119,-1.0131,-5.7129
"s157","f2",-0.7303,-1.3591,-2.1908,-0.2071,-5.7094,-1.0104,-5.4083
"s157","f2",-0.7351,-1.3574,-2.2491,-0.2122,-5.7115,-1.0065,-5.7115
"s157","f3",-0.7178,-1.358,-2.2221,-0.2626,-2.6858,-1.074,-5.7272
"s157","f3",-0.7176,-1.3467,-2.1956,-0.2282,-2.6349,-1.0221,-5.413
"s157","f3",-0.7156,-1.3549,-2.2177,-0.2136,-2.709,-1.0074,-5.709
"s157","f4",-0.714,-1.3603,-2.1911,-0.1528,-2.5686,-0.8922,-5.6825
"s157","f4",-0.7058,-1.3064,-2.0962,-0.1156,-2.5504,-0.8468,-5.3633
"s157","f4",-0.7321,-1.3534,-2.2006,-0.1109,-2.3408,-0.8033,-5.663
"s158","f1",-0.6886,-1.3345,-1.9896,-0.1764,-2.5425,-0.9274,-5.6886
"s158","f1",-0.6972,-1.3452,-2.0103,-0.1815,-2.4611,-0.9319,-5.3905
"s158","f1",-0.6942,-1.3453,-2.0366,-0.2004,-2.5233,-0.967,-5.6994
"s158","f2",-0.7008,-1.3511,-2.0248,-0.1709,-2.5414,-0.9108,-5.6875
"s158","f2",-0.6991,-1.3396,-1.9699,-0.1694,-2.5398,-0.9042,-5.3849
"s158","f2",-0.6991,-1.3504,-1.9878,-0.1701,-2.4827,-0.9108,-5.6868
"s158","f3",-0.7018,-1.3477,-1.9782,-0.1124,-2.3584,-0.7949,-5.6594
"s158","f3",-0.7008,-1.3552,-1.9851,-0.1447,-2.4712,-0.8591,-5.3743
"s158","f3",-0.7085,-1.3399,-1.9316,-0.1054,-2.3772,-0.7774,-5.6559
"s158","f4",-0.6955,-1.3476,-2.0199,-0.1828,-2.3697,-0.9376,-5.692
"s158","f4",-0.7007,-1.3393,-2.0383,-0.1815,-2.3693,-0.9288,-5.3905
"s158","f4",-0.6949,-1.3473,-2.0215,-0.1863,-2.4632,-0.9439,-5.6936
"s159","f1",-0.7055,-1.3752,-2.1344,-0.2609,-2.6462,-1.0722,-5.7254
"s159","f1",-0.7052,-1.388,-2.2112,-0.2368,-2.5402,-1.0244,-5.4153
"s159","f1",-0.7055,-1.3801,-2.1785,-0.2535,-2.6434,-1.0514,-5.7226
"s159","f2",-0.7012,-1.3622,-2.1304,-0.1965,-2.4682,-0.9497,-5.6986
"s159","f2",-0.7073,-1.3477,-2.1316,-0.1995,-2.4211,-0.9509,-5.3988
"s159","f2",-0.7013,-1.3664,-2.0881,-0.2022,-2.5547,-0.9566,-5.7009
"s159","f3",-0.6991,-1.3672,-2.1702,-0.2051,-2.4712,-0.955,-5.7017
"s159","f3",-0.6991,-1.3672,-2.1702,-0.2051,-2.4712,-0.955,-5.4006
"s159","f3",-0.7013,-1.36,-2.067,-0.2003,-2.5543,-0.9625,-5.7004
"s159","f4",-0.6925,-1.3344,-2.0409,-0.212,-2.5275,-0.9851,-5.7036
"s159","f4",-0.702,-1.3541,-2.0792,-0.2056,-2.5263,-0.97,-5.4014
"s159","f4",-0.7032,-1.3723,-2.1406,-0.2192,-2.5626,-0.9961,-5.7088
"s160","f1",-0.7279,-1.3593,-2.3034,-0.1529,-2.5696,-0.8849,-5.6836
"s160","f1",-0.7211,-1.3465,-2.2378,-0.1585,-2.6435,-0.8918,-5.3839
"s160","f1",-0.7209,-1.3483,-2.3916,-0.174,-2.6135,-0.9292,-5.6927
"s160","f2",-0.722,-1.3647,-2.3776,-0.1439,-2.4233,-0.863,-5.6786
"s160","f2",-0.7306,-1.3584,-2.3646,-0.1582,-2.4564,-0.9051,-5.3858
"s160","f2",-0.7333,-1.36,-2.3103,-0.1676,-2.5765,-0.9066,-5.6905
"s160","f3",-0.721,-1.3645,-2.3452,-0.2067,-2.5608,-0.9917,-5.7069
"s160","f3",-0.7169,-1.3591,-2.4267,-0.2047,-2.7512,-0.9803,-5.4044
"s160","f3",-0.7271,-1.3428,-2.3785,-0.1922,-2.4966,-0.9611,-5.7007
"s160","f4",-0.7286,-1.3652,-2.4169,-0.1795,-2.5817,-0.9307,-5.6957
"s160","f4",-0.7248,-1.3459,-2.3518,-0.1765,-2.6151,-0.9384,-5.3932
"s160","f4",-0.724,-1.3549,-2.351,-0.1763,-2.4893,-0.9255,-5.6934
"s161","f1",-0.7086,-1.3647,-2.0537,-0.192,-2.3961,-0.942,-5.6971
"s161","f1",-0.7097,-1.3589,-2.0032,-0.1826,-2.4146,-0.9345,-5.3923
"s161","f1",-0.7092,-1.3481,-2.053,-0.1902,-2.4923,-0.9421,-5.6964
"s161","f2",-0.7122,-1.3574,-2.0284,-0.2189,-5.4086,-0.9961,-5.7096
"s161","f2",-0.7234,-1.3696,-2.0785,-0.2213,-5.712,-0.9968,-5.4109
"s161","f2",-0.7155,-1.363,-1.9851,-0.2186,-5.7094,-0.9925,-5.7094
"s161","f3",-0.7155,-1.3624,-2.0196,-0.199,-2.4704,-0.9597,-5.7009
"s161","f3",-0.708,-1.3513,-2.0333,-0.2134,-2.3832,-0.9787,-5.4044
"s161","f3",-0.7018,-1.3505,-2.0871,-0.2259,-2.7104,-0.9986,-5.7104
"s161","f4",-0.7082,-1.3593,-2.0622,-0.2134,-2.4752,-0.9732,-5.7056
"s161","f4",-0.7051,-1.3393,-2.1009,-0.2082,-2.4477,-0.9658,-5.4019
"s161","f4",-0.7138,-1.3683,-2.0496,-0.2036,-2.424,-0.9664,-5.7028
"s162","f1",-0.7297,-1.3635,-2.2248,-0.1959,-2.588,-0.953,-5.7019
"s162","f1",-0.7263,-1.3631,-2.1535,-0.1838,-2.5836,-0.9549,-5.3965
"s162","f1",-0.7264,-1.3481,-2.257,-0.2009,-2.7499,-0.9726,-5.7042
"s162","f2",-0.729,-1.3586,-2.1864,-0.2022,-2.5288,-0.9774,-5.7049
"s162","f2",-0.7267,-1.37,-2.2572,-0.2006,-2.5283,-0.9744,-5.4034
"s162","f2",-0.7291,-1.3476,-2.2393,-0.1942,-2.4713,-0.9702,-5.7017
"s162","f3",-0.7328,-1.3597,-2.3061,-0.1993,-2.528,-0.9669,-5.7041
"s162","f3",-0.7322,-1.3629,-2.214,-0.2021,-2.6262,-0.9746,-5.4043
"s162","f3",-0.7247,-1.3589,-2.2262,-0.199,-2.5893,-0.9709,-5.7033
"s162","f4",-0.7295,-1.344,-2.2029,-0.1777,-2.5481,-0.9323,-5.6943
"s162","f4",-0.7291,-1.3528,-2.2802,-0.1797,-2.5491,-0.9318,-5.3942
"s162","f4",-0.7283,-1.3603,-2.2496,-0.184,-2.3958,-0.9386,-5.6968
"s163","f1",-0.7286,-1.3733,-2.2026,-0.209,-2.5036,-0.9843,-5.7077
"s163","f1",-0.7243,-1.3611,-2.2277,-0.2388,-2.7191,-1.0351,-5.4181
"s163","f1",-0.7264,-1.3538,-2.2211,-0.1867,-2.5221,-0.9508,-5.6982
"s163","f2",-0.7442,-1.3813,-2.2493,-0.2097,-5.4107,-1.0033,-5.7117
"s163","f2",-0.7384,-1.3825,-2.3512,-0.2131,-5.7129,-1.0105,-5.4119
"s163","f2",-0.746,-1.3757,-2.207,-0.2125,-5.7121,-0.9987,-5.7121
"s163","f3",-0.7255,-1.3513,-2.2345,-0.1496,-2.5356,-0.8817,-5.6817
"s163","f3",-0.7371,-1.3692,-2.2059,-0.1518,-2.4526,-0.8735,-5.382
"s163","f3",-0.7259,-1.3692,-2.4526,-0.1507,-2.6039,-0.883,-5.683
"s163","f4",-0.7281,-1.3785,-2.2678,-0.2269,-2.6735,-1.0065,-5.7149
"s163","f4",-0.7335,-1.3731,-2.2024,-0.2062,-2.7533,-0.9825,-5.4065
"s163","f4",-0.7324,-1.3584,-2.3048,-0.1982,-2.4987,-0.9507,-5.7028
"s164","f1",-0.7166,-1.3705,-2.0497,-0.2013,-5.4019,-0.965,-5.7029
"s164","f1",-0.7114,-1.3686,-2.0041,-0.2012,-5.703,-0.9779,-5.402
"s164","f1",-0.7192,-1.3763,-2.0612,-0.2044,-5.7047,-0.9675,-5.7047
"s164","f2",-0.7082,-1.3845,-2.0794,-0.2297,-2.4825,-1.0045,-5.7129
"s164","f2",-0.7123,-1.3461,-2.0243,-0.1908,-2.4411,-0.9374,-5.3953
"s164","f2",-0.6987,-1.3543,-2.154,-0.2257,-2.5342,-1.0027,-5.7103
"s164","f3",-0.7036,-1.3564,-2.1268,-0.2177,-2.4762,-0.9718,-5.7066
"s164","f3",-0.7166,-1.3618,-2.0915,-0.2074,-2.5001,-0.9623,-5.4032
"s164","f3",-0.7032,-1.3599,-2.1151,-0.2151,-2.4758,-0.9803,-5.7062
"s164","f4",-0.7226,-1.367,-2.0458,-0.1714,-2.2913,-0.9032,-5.6892
"s164","f4",-0.7126,-1.3611,-2.0541,-0.1928,-2.6184,-0.9349,-5.3965
"s164","f4",-0.7092,-1.3629,-2.0558,-0.1735,-2.3468,-0.9111,-5.6892
"s165","f1",-0.735,-1.366,-2.2809,-0.2186,-2.7581,-0.9971,-5.7123
"s165","f1",-0.7306,-1.3749,-2.4728,-0.1962,-2.4992,-0.9621,-5.4023
"s165","f1",-0.7388,-1.3693,-2.3133,-0.1736,-2.5175,-0.9154,-5.6936
"s165","f2",-0.7292,-1.3669,-2.3708,-0.2224,-2.5091,-1.0023,-5.7132
"s165","f2",-0.7301,-1.369,-2.3135,-0.2182,-2.5354,-0.9938,-5.4104
"s165","f2",-0.7407,-1.3658,-2.3103,-0.2072,-2.5621,-0.9799,-5.7083
"s165","f3",-0.7634,-1.3882,-2.3246,-0.119,-2.269,-0.7727,-5.667
"s165","f3",-0.7525,-1.3642,-2.2202,-0.1209,-2.2524,-0.7883,-5.3663
"s165","f3",-0.7454,-1.3832,-2.4361,-0.1191,-2.2194,-0.7846,-5.6665
"s165","f4",-0.7357,-1.3722,-2.2601,-0.244,-2.7225,-1.0412,-5.7225
"s165","f4",-0.7343,-1.3769,-2.282,-0.2209,-2.5673,-1.0041,-5.4124
"s165","f4",-0.7358,-1.358,-2.2972,-0.2185,-2.633,-0.997,-5.7121
"s166","f1",-0.7124,-1.3593,-2.1278,-0.2163,-2.4523,-0.9808,-5.7076
"s166","f1",-0.7124,-1.3593,-2.1278,-0.2163,-2.4523,-0.9808,-5.4065
"s166","f1",-0.7099,-1.3565,-2.1008,-0.2052,-2.4476,-0.9649,-5.7029
"s166","f2",-0.7097,-1.3584,-2.1058,-0.1916,-2.3959,-0.9372,-5.6969
"s166","f2",-0.7108,-1.358,-2.167,-0.1932,-2.4943,-0.9464,-5.3974
"s166","f2",-0.7096,-1.3684,-2.117,-0.1893,-2.6176,-0.9386,-5.6968
"s166","f3",-0.7123,-1.3528,-2.1369,-0.1835,-2.3508,-0.9165,-5.6932
"s166","f3",-0.713,-1.3404,-2.0905,-0.182,-2.4373,-0.9166,-5.3916
"s166","f3",-0.709,-1.3767,-2.0923,-0.2098,-2.529,-0.9727,-5.7051
"s166","f4",-0.7212,-1.3786,-2.167,-0.2235,-2.3686,-0.9811,-5.711
"s166","f4",-0.7138,-1.3634,-2.1377,-0.2103,-2.6267,-0.9751,-5.4048
"s166","f4",-0.7051,-1.3583,-2.1249,-0.2102,-2.6255,-0.9715,-5.7047
"s167","f1",-0.7264,-1.3653,-2.2881,-0.2383,-2.8163,-1.0337,-5.7194
"s167","f1",-0.7248,-1.3662,-2.1849,-0.2307,-2.7164,-1.0289,-5.4154
"s167","f1",-0.7277,-1.3761,-2.2311,-0.2462,-2.6811,-1.0449,-5.7225
"s167","f2",-0.7376,-1.3653,-2.2065,-0.211,-5.4106,-1.0135,-5.7116
"s167","f2",-0.736,-1.3588,-2.2058,-0.2113,-5.711,-1.0017,-5.4099
"s167","f2",-0.7362,-1.3662,-2.2654,-0.2144,-5.7126,-1.0093,-5.7126
"s167","f3",-0.7296,-1.3381,-2.2294,-0.1389,-2.3978,-0.8609,-5.6765
"s167","f3",-0.7158,-1.3568,-2.2099,-0.1957,-2.5873,-0.9696,-5.4002
"s167","f3",-0.7215,-1.3814,-2.2487,-0.256,-2.5217,-1.0688,-5.7258
"s167","f4",-0.7288,-1.3493,-2.1826,-0.1629,-5.6878,-0.9018,-5.6878
"s167","f4",-0.7196,-1.3456,-2.2487,-0.1485,-2.4759,-0.8746,-5.379
"s167","f4",-0.7268,-1.3487,-2.1997,-0.1706,-2.545,-0.9217,-5.6911
"s168","f1",-0.7147,-1.367,-1.9266,-0.1999,-2.0346,-0.9229,-5.6974
"s168","f1",-0.7085,-1.3654,-1.9435,-0.1876,-2.0385,-0.9021,-5.3907
"s168","f1",-0.7119,-1.3765,-1.9479,-0.1777,-2.007,-0.8917,-5.6882
"s168","f2",-0.7197,-1.3709,-1.9434,-0.2035,-2.0003,-0.9262,-5.6992
"s168","f2",-0.7241,-1.3597,-1.8936,-0.1749,-1.9617,-0.8671,-5.385
"s168","f2",-0.7249,-1.3765,-1.9185,-0.1976,-2.0154,-0.9063,-5.6966
"s168","f3",-0.7207,-1.389,-1.9589,-0.2219,-2.0538,-0.9497,-5.7071
"s168","f3",-0.7135,-1.3841,-1.9639,-0.2153,-2.0608,-0.9476,-5.4032
"s168","f3",-0.7193,-1.3941,-1.9619,-0.2287,-2.0667,-0.9674,-5.7101
"s168","f4",-0.7174,-1.3808,-1.9787,-0.1931,-1.9871,-0.9044,-5.6947
"s168","f4",-0.717,-1.3684,-1.923,-0.1764,-1.9789,-0.8696,-5.3854
"s168","f4",-0.7133,-1.3603,-1.9483,-0.1806,-1.9644,-0.89,-5.6887
"s169","f1",-0.7413,-1.3663,-2.1956,-0.1845,-5.3998,-0.9612,-5.7008
